Command	Test program	Args	Test type	time - real	time - user	time - sys	/usr/bin/time - Command being timed	/usr/bin/time - User time (seconds)	/usr/bin/time - System time (seconds)	/usr/bin/time - Percent of CPU this job got	/usr/bin/time - Elapsed (wall clock) time (h:mm:ss or m:ss)	/usr/bin/time - Average shared text size (kbytes)	/usr/bin/time - Average unshared data size (kbytes)	/usr/bin/time - Average stack size (kbytes)	/usr/bin/time - Average total size (kbytes)	/usr/bin/time - Maximum resident set size (kbytes)	/usr/bin/time - Average resident set size (kbytes)	/usr/bin/time - Major (requiring I/O) page faults	/usr/bin/time - Minor (reclaiming a frame) page faults	/usr/bin/time - Voluntary context switches	/usr/bin/time - Involuntary context switches	/usr/bin/time - Swaps	/usr/bin/time - File system inputs	/usr/bin/time - File system outputs	/usr/bin/time - Socket messages sent	/usr/bin/time - Socket messages received	/usr/bin/time - Signals delivered	/usr/bin/time - Page size (bytes)	/usr/bin/time - Exit status	date +%s%N -  nanoseconds	date +%s%N -  picoseconds	date +%s%N -  miliseconds	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --seccomp-syscalls rt_sigaction,uname,arch_prctl,mmap,execve,rseq,rt_sigprocmask,prlimit64,brk,ioctl,mprotect,set_robust_list,write,munmap,readlink,futex,madvise,clone3,set_tid_address,getrandom,newfstatat,exit_group,exit --pivot-root /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /matrix_addition_single_multi.exe 10000 10 1 multi	matrix_addition_single_multi.exe	10000 10 1 multi	speed	0m0.002s	0m0.001s	0m0.001s	/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --seccomp-syscalls rt_sigaction.uname.arch_prctl.mmap.execve.rseq.rt_sigprocmask.prlimit64.brk.ioctl.mprotect.set_robust_list.write.munmap.readlink.futex.madvise.clone3.set_tid_address.getrandom.newfstatat.exit_group.exit --pivot-root /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /matrix_addition_single_multi.exe 10000 10 1 multi	0.00	0.00	100%	0:00.00	0	0	0	0	1640	0	0	225	43	4	0	0	0	0	0	0	4096	0	2440142ns 	2440us 	2ms	
unshare -muinpUCT --fork --map-current-user -R /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /cpu_multi_thread_no_op_loop.exe 1000000000 12	cpu_multi_thread_no_op_loop.exe	1000000000 12	speed	0m0.963s	0m11.313s	0m0.040s	unshare -muinpUCT --fork --map-current-user -R /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /cpu_multi_thread_no_op_loop.exe 1000000000 12	11.31	0.04	1176%	0:00.96	0	0	0	0	2024	0	0	186	21	368	0	0	0	0	0	0	4096	0	974070653ns 	974070us 	974ms	
unshare -muinpUCT --fork --map-root-user setpriv --nnp --securebits +noroot,+noroot_locked,+no_setuid_fixup_locked,+keep_caps_locked /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/cpu_multi_thread_no_op_loop.exe 1000000000 12	cpu_multi_thread_no_op_loop.exe	1000000000 12	speed	0m0.972s	0m11.337s	0m0.032s	unshare -muinpUCT --fork --map-root-user setpriv --nnp --securebits +noroot.+noroot_locked.+no_setuid_fixup_locked.+keep_caps_locked /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/cpu_multi_thread_no_op_loop.exe 1000000000 12	11.30	0.04	1183%	0:00.95	0	0	0	0	2404	0	0	272	15	337	0	0	0	0	0	0	4096	0	961046978ns 	961046us 	961ms	
setpriv --nnp unshare -muinpUCT --fork --map-current-user -R /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /cpu_multi_thread_no_op_loop.exe 1000000000 12	cpu_multi_thread_no_op_loop.exe	1000000000 12	speed	0m0.961s	0m11.309s	0m0.036s	setpriv --nnp unshare -muinpUCT --fork --map-current-user -R /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /cpu_multi_thread_no_op_loop.exe 1000000000 12	11.30	0.03	1182%	0:00.95	0	0	0	0	2228	0	0	267	22	367	0	0	0	0	0	0	4096	0	957456475ns 	957456us 	957ms	
podman run --rm -ti --volume /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir:/ --entrypoint /cpu_multi_thread_no_op_loop.exe empty_container 1000000000 12	cpu_multi_thread_no_op_loop.exe	1000000000 12	speed	0m2.568s	0m0.069s	0m0.010s	podman run --rm -ti --volume /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir:/ --entrypoint /cpu_multi_thread_no_op_loop.exe empty_container 1000000000 12	0.04	0.03	3%	0:02.56	0	0	0	0	43468	0	0	7318	1983	39	0	0	864	0	0	0	4096	0	2552055332ns 	2552055us 	2552ms	
bwrap --new-session --unshare-all --cap-drop all --ro-bind /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir / /cpu_multi_thread_no_op_loop.exe 1000000000 12	cpu_multi_thread_no_op_loop.exe	1000000000 12	speed	0m0.966s	0m0.001s	0m0.000s	bwrap --new-session --unshare-all --cap-drop all --ro-bind /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir / /cpu_multi_thread_no_op_loop.exe 1000000000 12	0.00	0.00	0%	0:00.96	0	0	0	0	2140	0	0	125	2	0	0	0	0	0	0	0	4096	0	969226889ns 	969226us 	969ms	
systemd-run --user --wait --collect -p NoNewPrivileges=true -p MemoryDenyWriteExecute=true -p PrivateUsers=true -p SecureBits= keep-caps-locked no-setuid-fixup-locked noroot noroot-locked -p CapabilityBoundingSet= -p AmbientCapabilities= /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/cpu_multi_thread_no_op_loop.exe 1000000000 12	cpu_multi_thread_no_op_loop.exe	1000000000 12	speed	0m2.274s	0m0.003s	0m0.000s	systemd-run --user --wait --collect -p NoNewPrivileges=true -p MemoryDenyWriteExecute=true -p PrivateUsers=true -p SecureBits= keep-caps-locked no-setuid-fixup-locked noroot noroot-locked -p CapabilityBoundingSet= -p AmbientCapabilities= /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/cpu_multi_thread_no_op_loop.exe 1000000000 12	0.00	0.00	0%	0:02.25	0	0	0	0	6968	0	0	393	31	0	0	0	0	0	0	0	4096	0	2302128058ns 	2302128us 	2302ms	
systemd-run --user --wait --collect -p SystemCallFilter=rt_sigaction uname arch_prctl mmap execve rseq rt_sigprocmask prlimit64 brk ioctl mprotect set_robust_list write munmap readlink futex madvise clone3 set_tid_address getrandom newfstatat exit_group exit -p NoNewPrivileges=true -p MemoryDenyWriteExecute=true -p PrivateUsers=true -p SecureBits= keep-caps-locked no-setuid-fixup-locked noroot noroot-locked -p CapabilityBoundingSet= -p AmbientCapabilities= /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/cpu_multi_thread_no_op_loop.exe 1000000000 12	cpu_multi_thread_no_op_loop.exe	1000000000 12	speed	0m2.301s	0m0.001s	0m0.001s	systemd-run --user --wait --collect -p SystemCallFilter=rt_sigaction uname arch_prctl mmap execve rseq rt_sigprocmask prlimit64 brk ioctl mprotect set_robust_list write munmap readlink futex madvise clone3 set_tid_address getrandom newfstatat exit_group exit -p NoNewPrivileges=true -p MemoryDenyWriteExecute=true -p PrivateUsers=true -p SecureBits= keep-caps-locked no-setuid-fixup-locked noroot noroot-locked -p CapabilityBoundingSet= -p AmbientCapabilities= /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/cpu_multi_thread_no_op_loop.exe 1000000000 12	0.00	0.00	0%	0:02.29	0	0	0	0	6852	0	0	394	31	0	0	0	0	0	0	0	4096	0	2286986936ns 	2286986us 	2286ms	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --host-filesystem --no-seccomp /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/cpu_multi_thread_no_op_loop.exe 1000000000 12	cpu_multi_thread_no_op_loop.exe	1000000000 12	speed	0m0.964s	0m11.311s	0m0.000s	/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --host-filesystem --no-seccomp /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/cpu_multi_thread_no_op_loop.exe 1000000000 12	11.30	0.00	1172%	0:00.96	0	0	0	0	1592	0	0	191	24	292	0	0	0	0	0	0	4096	0	964831347ns 	964831us 	964ms	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --no-seccomp --pivot-root /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /cpu_multi_thread_no_op_loop.exe 1000000000 12	cpu_multi_thread_no_op_loop.exe	1000000000 12	speed	0m0.977s	0m11.355s	0m0.000s	/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --no-seccomp --pivot-root /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /cpu_multi_thread_no_op_loop.exe 1000000000 12	11.34	0.00	1165%	0:00.97	0	0	0	0	1588	0	0	190	41	366	0	0	0	0	0	0	4096	0	963608730ns 	963608us 	963ms	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --seccomp-syscalls rt_sigaction,uname,arch_prctl,mmap,execve,rseq,rt_sigprocmask,prlimit64,brk,ioctl,mprotect,set_robust_list,write,munmap,readlink,futex,madvise,clone3,set_tid_address,getrandom,newfstatat,exit_group,exit --pivot-root /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /cpu_multi_thread_no_op_loop.exe 1000000000 12	cpu_multi_thread_no_op_loop.exe	1000000000 12	speed	0m2.242s	0m26.214s	0m0.000s	/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --seccomp-syscalls rt_sigaction.uname.arch_prctl.mmap.execve.rseq.rt_sigprocmask.prlimit64.brk.ioctl.mprotect.set_robust_list.write.munmap.readlink.futex.madvise.clone3.set_tid_address.getrandom.newfstatat.exit_group.exit --pivot-root /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /cpu_multi_thread_no_op_loop.exe 1000000000 12	26.19	0.00	1169%	0:02.23	0	0	0	0	1588	0	0	201	42	820	0	0	0	0	0	0	4096	0	2246548186ns 	2246548us 	2246ms	
unshare -muinpUCT --fork --map-current-user -R /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /prime_number_multi.exe 2147483647 12	prime_number_multi.exe	2147483647 12	speed	0m8.203s	1m37.141s	0m0.008s	unshare -muinpUCT --fork --map-current-user -R /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /prime_number_multi.exe 2147483647 12	97.23	0.00	1183%	0:08.21	0	0	0	0	2108	0	0	183	23	2740	0	0	0	0	0	0	4096	0	8165531943ns 	8165531us 	8165ms	
unshare -muinpUCT --fork --map-root-user setpriv --nnp --securebits +noroot,+noroot_locked,+no_setuid_fixup_locked,+keep_caps_locked /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/prime_number_multi.exe 2147483647 12	prime_number_multi.exe	2147483647 12	speed	0m8.166s	1m37.185s	0m0.000s	unshare -muinpUCT --fork --map-root-user setpriv --nnp --securebits +noroot.+noroot_locked.+no_setuid_fixup_locked.+keep_caps_locked /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/prime_number_multi.exe 2147483647 12	97.18	0.00	1191%	0:08.16	0	0	0	0	2180	0	0	267	17	2915	0	0	0	0	0	0	4096	0	8184452519ns 	8184452us 	8184ms	
setpriv --nnp unshare -muinpUCT --fork --map-current-user -R /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /prime_number_multi.exe 2147483647 12	prime_number_multi.exe	2147483647 12	speed	0m8.205s	1m37.494s	0m0.001s	setpriv --nnp unshare -muinpUCT --fork --map-current-user -R /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /prime_number_multi.exe 2147483647 12	97.34	0.00	1193%	0:08.16	0	0	0	0	2244	0	0	265	27	2871	0	0	0	0	0	0	4096	0	8164214128ns 	8164214us 	8164ms	
podman run --rm -ti --volume /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir:/ --entrypoint /prime_number_multi.exe empty_container 2147483647 12	prime_number_multi.exe	2147483647 12	speed	0m8.455s	0m0.053s	0m0.028s	podman run --rm -ti --volume /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir:/ --entrypoint /prime_number_multi.exe empty_container 2147483647 12	0.06	0.01	0%	0:08.46	0	0	0	0	43708	0	0	7333	2059	51	0	0	864	0	0	0	4096	0	8477454414ns 	8477454us 	8477ms	
bwrap --new-session --unshare-all --cap-drop all --ro-bind /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir / /prime_number_multi.exe 2147483647 12	prime_number_multi.exe	2147483647 12	speed	0m8.188s	0m0.001s	0m0.000s	bwrap --new-session --unshare-all --cap-drop all --ro-bind /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir / /prime_number_multi.exe 2147483647 12	0.00	0.00	0%	0:08.19	0	0	0	0	1996	0	0	123	2	0	0	0	0	0	0	0	4096	0	8168197930ns 	8168197us 	8168ms	
systemd-run --user --wait --collect -p NoNewPrivileges=true -p MemoryDenyWriteExecute=true -p PrivateUsers=true -p SecureBits= keep-caps-locked no-setuid-fixup-locked noroot noroot-locked -p CapabilityBoundingSet= -p AmbientCapabilities= /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/prime_number_multi.exe 2147483647 12	prime_number_multi.exe	2147483647 12	speed	0m8.174s	0m0.003s	0m0.000s	systemd-run --user --wait --collect -p NoNewPrivileges=true -p MemoryDenyWriteExecute=true -p PrivateUsers=true -p SecureBits= keep-caps-locked no-setuid-fixup-locked noroot noroot-locked -p CapabilityBoundingSet= -p AmbientCapabilities= /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/prime_number_multi.exe 2147483647 12	0.00	0.00	0%	0:08.17	0	0	0	0	7020	0	0	393	30	0	0	0	0	0	0	0	4096	0	8246836131ns 	8246836us 	8246ms	
systemd-run --user --wait --collect -p SystemCallFilter=rt_sigaction uname arch_prctl mmap execve rseq rt_sigprocmask prlimit64 brk ioctl mprotect set_robust_list write munmap readlink futex madvise clone3 set_tid_address getrandom newfstatat exit_group exit -p NoNewPrivileges=true -p MemoryDenyWriteExecute=true -p PrivateUsers=true -p SecureBits= keep-caps-locked no-setuid-fixup-locked noroot noroot-locked -p CapabilityBoundingSet= -p AmbientCapabilities= /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/prime_number_multi.exe 2147483647 12	prime_number_multi.exe	2147483647 12	speed	0m8.170s	0m0.000s	0m0.003s	systemd-run --user --wait --collect -p SystemCallFilter=rt_sigaction uname arch_prctl mmap execve rseq rt_sigprocmask prlimit64 brk ioctl mprotect set_robust_list write munmap readlink futex madvise clone3 set_tid_address getrandom newfstatat exit_group exit -p NoNewPrivileges=true -p MemoryDenyWriteExecute=true -p PrivateUsers=true -p SecureBits= keep-caps-locked no-setuid-fixup-locked noroot noroot-locked -p CapabilityBoundingSet= -p AmbientCapabilities= /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/prime_number_multi.exe 2147483647 12	0.00	0.00	0%	0:08.25	0	0	0	0	6868	0	0	393	30	0	0	0	0	0	0	0	4096	0	8177158065ns 	8177158us 	8177ms	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --host-filesystem --no-seccomp /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/prime_number_multi.exe 2147483647 12	prime_number_multi.exe	2147483647 12	speed	0m8.246s	1m37.402s	0m0.004s	/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --host-filesystem --no-seccomp /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/prime_number_multi.exe 2147483647 12	97.29	0.00	1192%	0:08.16	0	0	0	0	1584	0	0	191	29	2876	0	0	0	0	0	0	4096	0	8162665172ns 	8162665us 	8162ms	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --no-seccomp --pivot-root /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /prime_number_multi.exe 2147483647 12	prime_number_multi.exe	2147483647 12	speed	0m8.216s	1m37.480s	0m0.008s	/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --no-seccomp --pivot-root /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /prime_number_multi.exe 2147483647 12	97.48	0.00	1186%	0:08.21	0	0	0	0	1580	0	0	192	44	2725	0	0	0	0	0	0	4096	0	8162280824ns 	8162280us 	8162ms	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --seccomp-syscalls rt_sigaction,uname,arch_prctl,mmap,execve,rseq,rt_sigprocmask,prlimit64,brk,ioctl,mprotect,set_robust_list,write,munmap,readlink,futex,madvise,clone3,set_tid_address,getrandom,newfstatat,exit_group,exit --pivot-root /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /prime_number_multi.exe 2147483647 12	prime_number_multi.exe	2147483647 12	speed	0m8.167s	1m37.293s	0m0.013s	/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --seccomp-syscalls rt_sigaction.uname.arch_prctl.mmap.execve.rseq.rt_sigprocmask.prlimit64.brk.ioctl.mprotect.set_robust_list.write.munmap.readlink.futex.madvise.clone3.set_tid_address.getrandom.newfstatat.exit_group.exit --pivot-root /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /prime_number_multi.exe 2147483647 12	97.34	0.00	1186%	0:08.20	0	0	0	0	1580	0	0	198	44	2451	0	0	0	0	0	0	4096	0	8165416969ns 	8165416us 	8165ms	
unshare -muinpUCT --fork --map-current-user -R /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /fibonnaci_multi.exe 999999999 12	fibonnaci_multi.exe	999999999 12	speed	0m2.306s	0m27.190s	0m0.000s	unshare -muinpUCT --fork --map-current-user -R /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /fibonnaci_multi.exe 999999999 12	27.19	0.00	1185%	0:02.29	0	0	0	0	2104	0	0	185	26	738	0	0	0	0	0	0	4096	0	2295173445ns 	2295173us 	2295ms	
unshare -muinpUCT --fork --map-root-user setpriv --nnp --securebits +noroot,+noroot_locked,+no_setuid_fixup_locked,+keep_caps_locked /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/fibonnaci_multi.exe 999999999 12	fibonnaci_multi.exe	999999999 12	speed	0m2.305s	0m27.181s	0m0.001s	unshare -muinpUCT --fork --map-root-user setpriv --nnp --securebits +noroot.+noroot_locked.+no_setuid_fixup_locked.+keep_caps_locked /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/fibonnaci_multi.exe 999999999 12	27.21	0.00	1178%	0:02.30	0	0	0	0	2392	0	0	267	20	816	0	0	0	0	0	0	4096	0	2297500918ns 	2297500us 	2297ms	
setpriv --nnp unshare -muinpUCT --fork --map-current-user -R /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /fibonnaci_multi.exe 999999999 12	fibonnaci_multi.exe	999999999 12	speed	0m2.309s	0m27.179s	0m0.000s	setpriv --nnp unshare -muinpUCT --fork --map-current-user -R /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /fibonnaci_multi.exe 999999999 12	27.17	0.00	1182%	0:02.29	0	0	0	0	2396	0	0	271	27	903	0	0	0	0	0	0	4096	0	2304198794ns 	2304198us 	2304ms	
podman run --rm -ti --volume /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir:/ --entrypoint /fibonnaci_multi.exe empty_container 999999999 12	fibonnaci_multi.exe	999999999 12	speed	0m4.858s	0m0.057s	0m0.021s	podman run --rm -ti --volume /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir:/ --entrypoint /fibonnaci_multi.exe empty_container 999999999 12	0.03	0.04	1%	0:05.04	0	0	0	0	42908	0	0	7154	2124	44	0	0	864	0	0	0	4096	0	4964773299ns 	4964773us 	4964ms	
bwrap --new-session --unshare-all --cap-drop all --ro-bind /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir / /fibonnaci_multi.exe 999999999 12	fibonnaci_multi.exe	999999999 12	speed	0m2.337s	0m0.001s	0m0.000s	bwrap --new-session --unshare-all --cap-drop all --ro-bind /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir / /fibonnaci_multi.exe 999999999 12	0.00	0.00	0%	0:02.31	0	0	0	0	1960	0	0	124	2	0	0	0	0	0	0	0	4096	0	2325921621ns 	2325921us 	2325ms	
systemd-run --user --wait --collect -p NoNewPrivileges=true -p MemoryDenyWriteExecute=true -p PrivateUsers=true -p SecureBits= keep-caps-locked no-setuid-fixup-locked noroot noroot-locked -p CapabilityBoundingSet= -p AmbientCapabilities= /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/fibonnaci_multi.exe 999999999 12	fibonnaci_multi.exe	999999999 12	speed	0m4.705s	0m0.000s	0m0.003s	systemd-run --user --wait --collect -p NoNewPrivileges=true -p MemoryDenyWriteExecute=true -p PrivateUsers=true -p SecureBits= keep-caps-locked no-setuid-fixup-locked noroot noroot-locked -p CapabilityBoundingSet= -p AmbientCapabilities= /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/fibonnaci_multi.exe 999999999 12	0.00	0.00	0%	0:04.71	0	0	0	0	6964	0	0	394	30	0	0	0	0	0	0	0	4096	0	4681403535ns 	4681403us 	4681ms	
systemd-run --user --wait --collect -p SystemCallFilter=rt_sigaction uname arch_prctl mmap execve rseq rt_sigprocmask prlimit64 brk ioctl mprotect set_robust_list write munmap readlink futex madvise clone3 set_tid_address getrandom newfstatat exit_group exit -p NoNewPrivileges=true -p MemoryDenyWriteExecute=true -p PrivateUsers=true -p SecureBits= keep-caps-locked no-setuid-fixup-locked noroot noroot-locked -p CapabilityBoundingSet= -p AmbientCapabilities= /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/fibonnaci_multi.exe 999999999 12	fibonnaci_multi.exe	999999999 12	speed	0m4.700s	0m0.000s	0m0.003s	systemd-run --user --wait --collect -p SystemCallFilter=rt_sigaction uname arch_prctl mmap execve rseq rt_sigprocmask prlimit64 brk ioctl mprotect set_robust_list write munmap readlink futex madvise clone3 set_tid_address getrandom newfstatat exit_group exit -p NoNewPrivileges=true -p MemoryDenyWriteExecute=true -p PrivateUsers=true -p SecureBits= keep-caps-locked no-setuid-fixup-locked noroot noroot-locked -p CapabilityBoundingSet= -p AmbientCapabilities= /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/fibonnaci_multi.exe 999999999 12	0.00	0.00	0%	0:04.66	0	0	0	0	7052	0	0	392	30	0	0	0	0	0	0	0	4096	0	4701116045ns 	4701116us 	4701ms	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --host-filesystem --no-seccomp /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/fibonnaci_multi.exe 999999999 12	fibonnaci_multi.exe	999999999 12	speed	0m2.302s	0m27.146s	0m0.000s	/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --host-filesystem --no-seccomp /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/fibonnaci_multi.exe 999999999 12	27.15	0.00	1178%	0:02.30	0	0	0	0	1584	0	0	191	25	838	0	0	0	0	0	0	4096	0	2307322344ns 	2307322us 	2307ms	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --no-seccomp --pivot-root /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /fibonnaci_multi.exe 999999999 12	fibonnaci_multi.exe	999999999 12	speed	0m2.304s	0m27.159s	0m0.001s	/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --no-seccomp --pivot-root /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /fibonnaci_multi.exe 999999999 12	27.15	0.00	1178%	0:02.30	0	0	0	0	1584	0	0	192	41	876	0	0	0	0	0	0	4096	0	2312936106ns 	2312936us 	2312ms	
